Sample Number,Sample Date,Sample Time,Sample Site,Sample class,Residual Free Chlorine (mg/L),Turbidity (NTU),Fluoride (mg/L),Coliform (Quanti-Tray) (MPN /100mL),E.coli(Quanti-Tray) (MPN/100mL)
201658664,9/6/16,11:23,1SCL1,Operational,0.88,0.79,0.7,<1,<1
201658665,9/6/16,11:12,1SCH3,Operational,0.73,0.66,0.7,<1,<1
201658760,9/7/16,11:29,1S07,Operational,0.66,0.68,0.7,<1,<1
201658761,9/7/16,11:04,1S03A,Operational,0.95,0.65,0.7,<1,<1
201658762,9/7/16,10:30,1S03B,Operational,0.88,0.58,0.7,<1,<1
201658763,9/7/16,9:45,1SCL1,Operational,0.98,0.68,0.7,<1,<1
201658764,9/7/16,9:25,1SCH3,Operational,0.81,0.6,0.7,<1,<1
201658765,9/7/16,9:06,11750,Compliance,0.33,0.61,0.7,<1,<1
201658766,9/7/16,9:43,16150,Compliance,0.81,0.58,0.7,<1,<1
201658767,9/7/16,9:48,20150,Compliance,0.54,0.55,0.7,<1,<1
201658768,9/7/16,10:34,20650,Compliance,0.1,0.54,0.7,<1,<1
201658769,9/7/16,11:48,27350,Compliance,0.25,0.56,0.7,<1,<1
201658770,9/7/16,9:09,30550,Compliance,0.36,0.67,0.7,<1,<1
201658771,9/7/16,9:52,31450,Compliance,0.39,0.64,0.7,<1,<1
201658774,9/7/16,12:07,33850,Compliance,0.5,0.65,0.7,<1,<1
201658775,9/7/16,10:57,36950,Compliance,0.23,0.57,0.7,<1,<1
201658776,9/7/16,10:26,39950,Compliance,0.44,0.67,0.7,<1,<1
201658777,9/7/16,9:19,3SC26,Operational,0.82,0.65,0.7,<1,<1
201658779,9/7/16,10:05,46250,Compliance,0.2,0.54,0.7,<1,<1
201658780,9/7/16,10:42,47650,Compliance,0.84,0.47,0.7,<1,<1
201658781,9/7/16,12:00,53550,Compliance,0.49,0.51,0.7,<1,<1
201659304,9/12/16,10:00,1S07,Operational,0.75,0.73,0.7,<1,<1
201660522,9/23/16,12:08,1S03A,Operational,0.98,0.75,0.7,<1,<1
201660625,9/24/16,8:59,1SCH3,Operational,0.78,0.91,0.7,<1,<1
201660784,9/26/16,11:24,1S03A,Operational,0.99,0.74,0.7,<1,<1
201660890,9/27/16,9:25,1SCL1,Operational,0.88,0.94,0.7,<1,<1
201661008,9/28/16,10:31,1SCH3,Operational,0.78,0.89,0.7,<1,<1
201661129,9/29/16,10:17,1SCH3,Operational,0.75,0.7,0.7,<1,<1
201661229,9/30/16,13:02,1S07,Operational,0.74,0.69,0.7,<1,<1
201661460,10/2/16,10:27,1SCL1,Operational,0.81,0.84,0.7,<1,<1
201661461,10/2/16,10:15,1SCH3,Operational,0.77,0.77,0.7,<1,<1
201661540,10/3/16,9:02,1SCH3,Operational,0.68,0.85,0.7,<1,<1
201661642,10/4/16,8:57,1S07,Operational,0.7,0.63,0.7,<1,<1
201661643,10/4/16,12:11,1S03A,Operational,0.99,0.75,0.7,<1,<1
201661644,10/4/16,11:18,1S03B,Operational,0.81,0.75,0.7,<1,<1
201661746,10/5/16,11:13,1S07,Operational,0.7,0.78,0.7,<1,<1
201661747,10/5/16,11:48,1S03A,Operational,1.02,0.79,0.7,<1,<1
201661748,10/5/16,11:02,1S03B,Operational,0.92,0.73,0.7,<1,<1
201661749,10/5/16,9:46,1SCL1,Operational,0.99,0.75,0.7,<1,<1
201661750,10/5/16,9:22,1SCH3,Operational,0.84,0.71,0.7,<1,<1
201661751,10/5/16,12:37,10750,Compliance,1.17,0.74,0.7,<1,<1
201661753,10/5/16,9:40,22250,Compliance,0.36,0.76,0.7,<1,<1
201661754,10/5/16,9:25,22950,Compliance,0.36,0.73,0.7,<1,<1
201661755,10/5/16,8:57,26850,Compliance,0.43,0.84,0.7,<1,<1
201661756,10/5/16,9:17,30150,Compliance,0.38,0.74,0.7,<1,<1
201661757,10/5/16,10:09,31050,Compliance,0.56,0.72,0.7,<1,<1
201661766,10/5/16,9:16,47550,Compliance,0.53,0.87,0.7,<1,<1
201662008,10/7/16,12:32,1S03A,Operational,0.99,0.74,0.7,<1,<1
201662009,10/7/16,11:16,1S03B,Operational,0.84,0.63,0.7,<1,<1
201662010,10/7/16,8:53,1SCL1,Operational,0.98,0.78,0.7,<1,<1
201662011,10/7/16,8:50,1SCH3,Operational,0.81,0.72,0.7,<1,<1
201662109,10/8/16,11:44,1S07,Operational,0.75,0.79,0.7,<1,<1
201662110,10/8/16,10:47,1S03A,Operational,0.87,0.81,0.7,<1,<1
201662194,10/9/16,11:06,1S03B,Operational,0.74,0.76,0.7,<1,<1
201662268,10/10/16,12:20,1S07,Operational,0.82,0.82,0.7,<1,<1
201662270,10/10/16,11:38,1S03B,Operational,0.82,0.76,0.7,<1,<1
201662271,10/10/16,9:44,1SCL1,Operational,1.11,0.74,0.7,<1,<1
201662562,10/13/16,10:30,1S07,Operational,0.65,0.78,0.7,<1,<1
201662565,10/13/16,12:01,1SCL1,Operational,0.9,0.77,0.7,<1,<1
201662566,10/13/16,11:54,1SCH3,Operational,0.77,0.73,0.7,<1,<1
201662952,10/17/16,11:09,1S07,Operational,0.63,0.74,0.7,<1,<1
201662953,10/17/16,10:54,1S03A,Operational,0.99,0.88,0.7,<1,<1
201662954,10/17/16,10:17,1S03B,Operational,0.8,0.84,0.7,<1,<1
201662955,10/17/16,12:03,1SCL1,Operational,0.83,0.72,0.7,<1,<1
201662956,10/17/16,11:50,1SCH3,Operational,0.73,0.68,0.7,<1,<1
201663053,10/18/16,11:10,1SCL1,Operational,0.93,0.65,0.7,<1,<1
201663054,10/18/16,10:59,1SCH3,Operational,0.76,0.63,0.7,<1,<1
201663410,10/21/16,9:58,1S07,Operational,0.64,0.79,0.7,<1,<1
201663411,10/21/16,10:13,1S03A,Operational,1.08,0.82,0.7,<1,<1
201663412,10/21/16,10:53,1S03B,Operational,0.85,0.81,0.7,<1,<1
201663414,10/21/16,12:05,1SCH3,Operational,0.65,0.76,0.7,<1,<1
201663509,10/22/16,11:09,1S03A,Operational,0.86,0.68,0.7,<1,<1
201663510,10/22/16,10:37,1S03B,Operational,0.82,0.64,0.7,<1,<1
201663597,10/23/16,10:47,1S03A,Operational,0.87,0.5,0.7,<1,<1
201663600,10/23/16,11:18,1SCH3,Operational,0.79,0.59,0.7,<1,<1
201663674,10/24/16,11:41,1S07,Operational,0.73,0.53,0.7,<1,<1
201663675,10/24/16,10:36,1S03A,Operational,1.09,0.55,0.7,<1,<1
201663676,10/24/16,11:18,1S03B,Operational,0.92,0.5,0.7,<1,<1
201663776,10/25/16,10:55,1S07,Operational,0.67,0.58,0.7,<1,<1
201663778,10/25/16,10:54,1S03B,Operational,0.92,0.5,0.7,<1,<1
201663891,10/26/16,11:02,1S07,Operational,0.68,0.55,0.7,<1,<1
201663893,10/26/16,10:55,1S03B,Operational,0.84,0.49,0.7,<1,<1
201663895,10/26/16,9:56,1SCH3,Operational,0.84,0.61,0.7,<1,<1
201664002,10/27/16,12:23,1S07,Operational,0.71,0.51,0.7,<1,<1
201664003,10/27/16,11:30,1S03A,Operational,1.01,0.57,0.7,<1,<1
201664004,10/27/16,10:56,1S03B,Operational,0.88,0.5,0.7,<1,<1
201664006,10/27/16,9:33,1SCH3,Operational,0.82,0.46,0.7,<1,<1
201664284,10/30/16,10:55,1S07,Operational,0.53,0.58,0.7,<1,<1
201664362,10/31/16,12:55,1S07,Operational,0.71,0.82,0.7,<1,<1
201664364,10/31/16,11:00,1S03B,Operational,0.94,0.66,0.7,<1,<1
201664787,11/4/16,10:55,1S03B,Operational,0.83,0.59,0.7,<1,<1
201664964,11/6/16,9:22,1SCL1,Operational,0.92,<0.10,0.7,<1,<1
201665148,11/8/16,9:59,1SCL1,Operational,0.8,0.38,0.7,<1,<1
201666141,11/18/16,11:29,1SCH3,Operational,0.73,0.12,0.7,<1,<1
201667148,11/29/16,9:49,1SCH3,Operational,0.7,0.26,0.7,<1,<1
201667363,12/1/16,8:56,1SCH3,Operational,0.67,0.12,0.7,<1,<1
201667464,12/2/16,10:51,1SCH3,Operational,0.75,0.11,0.7,<1,<1
201667551,12/3/16,11:19,1S07,Operational,0.63,0.8,0.7,<1,<1
201667713,12/5/16,11:35,1S07,Operational,0.64,0.65,0.7,<1,<1
201667717,12/5/16,10:21,1SCH3,Operational,0.65,0.15,0.7,<1,<1
201667833,12/6/16,10:10,31550,Compliance,0.04,0.38,0.7,<1,<1
201667944,12/7/16,9:40,1S07,Operational,0.62,0.67,0.7,<1,<1
201667946,12/7/16,12:14,1S03A,Operational,0.82,0.62,0.7,<1,<1
201667947,12/7/16,11:39,1S03B,Operational,0.81,0.59,0.7,<1,<1
201668044,12/8/16,9:45,1S07,Operational,0.76,0.68,0.7,<1,<1
201668046,12/8/16,11:59,1S03A,Operational,0.88,0.7,0.7,<1,<1
201668047,12/8/16,12:18,1S03B,Operational,0.83,0.59,0.7,<1,<1
201668403,12/12/16,11:47,1S03,Operational,0.78,0.6,0.7,<1,<1
201668492,12/13/16,10:04,1S07,Operational,0.7,0.69,0.7,<1,<1
201668493,12/13/16,10:53,1S03,Operational,0.75,0.54,0.7,<1,<1
201668494,12/13/16,9:51,1S03A,Operational,0.89,0.6,0.7,<1,<1
201668706,12/15/16,10:38,1SCL1,Operational,0.87,0.16,0.7,<1,<1
201669466,12/23/16,11:11,1SCH3,Operational,0.77,<0.10,0.7,<1,<1
201669644,12/25/16,9:11,1SCL1,Operational,0.87,<0.10,0.7,<1,<1
201669805,12/27/16,10:57,1S03A,Operational,0.89,0.67,0.7,<1,<1
201670080,12/30/16,11:29,1S03A,Operational,0.84,0.63,0.7,<1,<1
201670081,12/30/16,12:07,1S03B,Operational,0.85,0.65,0.7,<1,<1
201700390,1/4/17,9:32,1SCL1,Operational,0.97,0.13,0.7,<1,<1
201700708,1/7/17,10:42,1SCL1,Operational,0.74,<0.10,0.7,<1,<1
201700783,1/8/17,9:15,1SCL1,Operational,0.83,<0.10,0.7,<1,<1
201701056,1/11/17,11:02,1S03A,Operational,0.95,0.73,0.7,<1,<1
201701164,1/12/17,10:58,1S03A,Operational,0.92,0.73,0.7,<1,<1
201701304,1/13/17,11:51,1S03B,Operational,0.74,0.66,0.7,<1,<1
201701975,1/20/17,10:13,1S03A,Operational,0.89,0.77,0.7,<1,<1
201702081,1/21/17,10:29,1S03,Operational,0.81,0.69,0.7,<1,<1
201703453,2/4/17,9:09,1S03A,Operational,0.97,0.68,0.7,<1,<1
201703454,2/4/17,9:54,1S03B,Operational,0.71,0.91,0.7,<1,<1
201703720,2/7/17,8:34,39650,Compliance,0.52,0.55,0.7,<1,<1
201703934,2/9/17,11:53,1S03,Operational,0.87,0.79,0.7,<1,<1
201703936,2/9/17,10:05,1S03B,Operational,0.86,0.87,0.7,<1,<1
201704107,2/11/17,9:04,1S03A,Operational,0.78,0.79,0.7,<1,<1
201704183,2/12/17,8:45,1S03A,Operational,0.97,0.84,0.7,<1,<1
201704256,2/13/17,8:46,1S03A,Operational,0.85,0.9,0.7,<1,<1
201704257,2/13/17,9:28,1S03B,Operational,0.9,1.06,0.7,<1,<1
201704357,2/14/17,11:19,1S03B,Operational,0.9,0.85,0.7,<1,<1
201704463,2/15/17,10:07,1S03A,Operational,0.89,0.88,0.7,<1,<1
201704465,2/15/17,12:15,1SCL1,Operational,0.88,0.13,0.7,<1,<1
201704556,2/16/17,12:07,1S03,Operational,0.74,0.76,0.7,<1,<1
201704658,2/17/17,10:11,1S03,Operational,0.74,0.79,0.7,<1,<1
201704659,2/17/17,10:53,1S03A,Operational,0.91,0.84,0.7,<1,<1
201704660,2/17/17,11:56,1S03B,Operational,0.83,0.79,0.7,<1,<1
201704908,2/20/17,11:21,1S03,Operational,0.76,0.75,0.7,<1,<1
201704909,2/20/17,9:27,1S03A,Operational,0.81,0.7,0.7,<1,<1
201704910,2/20/17,10:00,1S03B,Operational,0.87,0.76,0.7,<1,<1
201705471,2/26/17,10:55,1S03B,Operational,0.81,0.79,0.7,<1,<1
201705650,2/28/17,9:08,1SCL1,Operational,0.91,0.35,0.7,<1,<1
201706311,3/7/17,9:04,11750,Compliance,0.47,0.65,0.7,<1,<1
201706317,3/7/17,10:00,31450,Compliance,0.61,0.84,0.7,<1,<1
201706321,3/7/17,10:07,36950,Compliance,0.48,0.76,0.7,<1,<1
201706325,3/7/17,9:40,46250,Compliance,0.45,0.68,0.7,<1,<1
201706327,3/7/17,9:36,53550,Compliance,0.82,0.8,0.7,<1,<1
201707952,3/24/17,10:46,1S03A,Operational,0.78,0.89,0.7,<1,<1
201708407,3/29/17,11:31,1SCL1,Operational,0.82,0.94,0.7,<1,<1
201708532,3/30/17,11:40,1SCH3,Operational,0.98,0.93,0.7,<1,<1
201708809,4/2/17,9:52,1S03,Operational,0.8,1.06,0.7,<1,<1
201708811,4/2/17,11:06,1S03B,Operational,0.83,0.94,0.7,<1,<1
201708812,4/2/17,10:26,1SCL1,Operational,0.59,1.09,0.7,<1,<1
201708813,4/2/17,10:18,1SCH3,Operational,0.8,1.13,0.7,<1,<1
201708883,4/3/17,11:47,1S03,Operational,0.81,0.94,0.7,<1,<1
201708976,4/4/17,11:11,1S07,Operational,0.84,0.86,0.7,<1,<1
201708981,4/4/17,9:07,1SCH3,Operational,0.97,0.94,0.7,<1,<1
201708986,4/4/17,9:42,26850,Compliance,0.8,0.94,0.7,<1,<1
201708988,4/4/17,9:41,31050,Compliance,0.51,0.86,0.7,<1,<1
201708989,4/4/17,9:28,31650,Compliance,0.62,1.01,0.7,<1,<1
201708992,4/4/17,12:39,35750,Compliance,0.48,0.86,0.7,<1,<1
201708993,4/4/17,10:21,37450,Compliance,0.68,0.88,0.7,<1,<1
201708994,4/4/17,11:23,3SC26,Operational,0.34,1.06,0.7,<1,<1
201708998,4/4/17,9:19,51450,Compliance,0.79,0.94,0.7,<1,<1
201708999,4/4/17,10:24,57750,Compliance,0.76,1.06,0.7,<1,<1
201709105,4/5/17,10:36,1SCL1,Operational,0.91,0.91,0.7,<1,<1
201709106,4/5/17,10:28,1SCH3,Operational,0.85,0.88,0.7,<1,<1
201709211,4/6/17,12:11,1S03,Operational,0.84,0.93,0.7,<1,<1
201709212,4/6/17,11:49,1S03A,Operational,0.79,1.01,0.7,<1,<1
201709423,4/8/17,9:13,1S03,Operational,0.8,0.97,0.7,<1,<1
201709425,4/8/17,11:05,1S03B,Operational,0.79,0.91,0.7,<1,<1
201709426,4/8/17,9:47,1SCL1,Operational,0.76,0.99,0.7,<1,<1
201709501,4/9/17,11:09,1S03,Operational,0.8,0.81,0.7,<1,<1
201709502,4/9/17,10:01,1S03A,Operational,0.99,0.87,0.7,<1,<1
201709503,4/9/17,10:36,1S03B,Operational,0.77,0.82,0.7,<1,<1
201709504,4/9/17,11:49,1SCL1,Operational,0.77,0.84,0.7,<1,<1
201709505,4/9/17,11:32,1SCH3,Operational,0.79,0.86,0.7,<1,<1
201709680,4/11/17,10:26,1SCH3,Operational,0.86,0.98,0.7,<1,<1
201710024,4/14/17,12:10,1SCL1,Operational,0.68,0.85,0.7,<1,<1
201710304,4/17/17,11:28,1S03B,Operational,0.8,0.92,0.7,<1,<1
201710404,4/18/17,9:38,1S03,Operational,0.99,0.83,0.7,<1,<1
201710406,4/18/17,10:32,1S03B,Operational,0.8,0.98,0.7,<1,<1
201710622,4/20/17,9:55,1S03A,Operational,0.85,1.05,0.7,<1,<1
201710624,4/20/17,11:36,1SCL1,Operational,0.77,1.19,0.7,<1,<1
201710625,4/20/17,11:29,1SCH3,Operational,0.86,0.95,0.7,<1,<1
201710816,4/22/17,10:21,1S03,Operational,0.79,0.89,0.7,<1,<1
201710819,4/22/17,10:59,1SCL1,Operational,0.64,0.89,0.7,<1,<1
201710820,4/22/17,10:56,1SCH3,Operational,0.77,0.87,0.7,<1,<1
201710894,4/23/17,8:37,1S03,Operational,0.85,1.33,0.7,<1,<1
201710895,4/23/17,10:21,1S03A,Operational,0.79,1.05,0.7,<1,<1
201710896,4/23/17,10:03,1S03B,Operational,0.78,0.98,0.7,<1,<1
201710897,4/23/17,8:17,1SCL1,Operational,0.6,0.88,0.7,<1,<1
201710898,4/23/17,8:23,1SCH3,Operational,0.89,0.96,0.7,<1,<1
201710967,4/24/17,11:23,1S03,Operational,0.74,0.96,0.7,<1,<1
201710968,4/24/17,10:15,1S03A,Operational,0.97,1.08,0.7,<1,<1
201710969,4/24/17,9:20,1S03B,Operational,0.82,1.04,0.7,<1,<1
201710970,4/24/17,12:00,1SCL1,Operational,0.76,1.1,0.7,<1,<1
201711064,4/25/17,10:18,1S03,Operational,0.76,1.03,0.7,<1,<1
201711065,4/25/17,11:15,1S03A,Operational,0.97,1,0.7,<1,<1
201711067,4/25/17,9:50,1SCL1,Operational,0.76,1.21,0.7,<1,<1
201711068,4/25/17,9:35,1SCH3,Operational,0.84,1.04,0.7,<1,<1
201711171,4/26/17,10:26,1S03A,Operational,0.85,1.04,0.7,<1,<1
201711173,4/26/17,11:42,1SCL1,Operational,0.68,1.04,0.7,<1,<1
201711174,4/26/17,11:38,1SCH3,Operational,0.76,0.85,0.7,<1,<1
201711268,4/27/17,11:03,1S03,Operational,0.62,0.93,0.7,<1,<1
201711272,4/27/17,10:17,1SCH3,Operational,0.79,0.97,0.7,<1,<1
201711378,4/28/17,10:44,1SCL1,Operational,0.76,1.02,0.7,<1,<1
201711379,4/28/17,10:35,1SCH3,Operational,0.87,1.05,0.7,<1,<1
201711483,4/29/17,10:52,1S03,Operational,0.86,0.97,0.7,<1,<1
201711484,4/29/17,9:22,1S03A,Operational,0.9,0.88,0.7,<1,<1
201711485,4/29/17,9:59,1S03B,Operational,0.84,1.02,0.7,<1,<1
201711486,4/29/17,10:35,1SCL1,Operational,1.26,1,0.7,<1,<1
201711487,4/29/17,10:24,1SCH3,Operational,0.79,0.92,0.7,<1,<1
201711572,4/30/17,11:04,1SCL1,Operational,1.04,0.91,0.7,<1,<1
201711643,5/1/17,9:27,1S03,Operational,0.98,0.97,0.7,<1,<1
201711644,5/1/17,11:51,1S03A,Operational,0.89,0.93,0.7,<1,<1
201711645,5/1/17,11:32,1S03B,Operational,0.94,0.93,0.7,<1,<1
201711646,5/1/17,10:00,1SCL1,Operational,1.16,1.16,0.7,<1,<1
201711647,5/1/17,9:58,1SCH3,Operational,0.8,0.88,0.7,<1,<1
201711744,5/2/17,9:46,33950,Compliance,0.83,0.94,0.7,<1,<1
201711746,5/2/17,9:14,38250,Compliance,0.6,0.8,0.7,<1,<1
201711749,5/2/17,11:18,44350,Compliance,0.5,0.89,0.7,<1,<1
201711752,5/2/17,10:01,50750,Compliance,0.56,0.81,0.7,<1,<1
201711753,5/2/17,10:40,50850,Compliance,0.58,0.81,0.7,<1,<1
201711756,5/2/17,11:36,77650,Compliance,0.39,0.82,0.7,<1,<1
201711989,5/4/17,9:55,1S03,Operational,0.96,0.96,0.7,<1,<1
201711991,5/4/17,11:33,1S03B,Operational,0.89,0.97,0.7,<1,<1
201711992,5/4/17,10:42,1SCL1,Operational,0.62,1.04,0.7,<1,<1
201711993,5/4/17,10:39,1SCH3,Operational,0.89,0.93,0.7,<1,<1
201712193,5/6/17,8:23,1S03A,Operational,0.93,0.64,0.7,<1,<1
201712195,5/6/17,10:25,1SCL1,Operational,0.75,0.84,0.7,<1,<1
201712196,5/6/17,10:19,1SCH3,Operational,0.74,0.83,0.7,<1,<1
201712278,5/7/17,8:47,1S03,Operational,0.98,1.01,0.7,<1,<1
201712281,5/7/17,9:18,1SCL1,Operational,0.68,0.9,0.7,<1,<1
201712282,5/7/17,9:10,1SCH3,Operational,0.68,0.94,0.7,<1,<1
201713050,5/15/17,11:37,1S03A,Operational,1,0.8,0.7,<1,<1
201713243,5/17/17,11:43,1SCH3,Operational,0.95,0.84,0.7,<1,<1
201713702,5/22/17,11:06,1S03,Operational,0.65,0.89,0.7,<1,<1
201713703,5/22/17,11:10,1S03A,Operational,0.99,1.04,0.7,<1,<1
201713704,5/22/17,11:42,1S03B,Operational,0.86,0.94,0.7,<1,<1
201713705,5/22/17,11:51,1SCL1,Operational,0.64,1.06,0.7,<1,<1
201713706,5/22/17,11:33,1SCH3,Operational,0.59,0.92,0.7,<1,<1
201716203,6/15/17,9:24,1S03B,Operational,0.76,0.91,0.7,<1,<1
201716204,6/15/17,11:52,1SCL1,Operational,0.64,0.85,0.7,<1,<1
201716205,6/15/17,11:46,1SCH3,Operational,0.71,0.8,0.7,<1,<1
201717055,6/22/17,9:47,1S03A,Operational,0.9,0.86,0.7,<1,<1
201717056,6/22/17,10:31,1S03B,Operational,0.81,0.8,0.7,<1,<1
201717057,6/22/17,10:52,1SCL1,Operational,0.58,0.92,0.7,<1,<1
201717058,6/22/17,10:41,1SCH3,Operational,0.67,0.74,0.7,<1,<1
201717201,6/23/17,12:09,1SCL1,Operational,0.71,0.85,0.7,<1,<1
201717202,6/23/17,12:03,1SCH3,Operational,0.59,0.81,0.7,<1,<1
201717382,6/25/17,10:39,1S03A,Operational,0.81,0.63,0.7,<1,<1
201717569,6/27/17,9:23,1S03,Operational,0.74,0.63,0.7,<1,<1
201717570,6/27/17,11:23,1S03A,Operational,0.89,0.72,0.7,<1,<1
201717571,6/27/17,11:54,1S03B,Operational,0.68,0.7,0.7,<1,<1
201717572,6/27/17,9:48,1SCL1,Operational,0.56,0.74,0.7,<1,<1
201717573,6/27/17,9:40,1SCH3,Operational,0.69,0.73,0.7,<1,<1
201717703,6/28/17,11:24,1S03,Operational,0.72,0.8,0.7,<1,<1
201717704,6/28/17,11:08,1S03A,Operational,0.86,0.79,0.7,<1,<1
201717705,6/28/17,12:01,1S03B,Operational,0.63,0.8,0.7,<1,<1
201717706,6/28/17,11:48,1SCL1,Operational,0.68,0.88,0.7,<1,<1
201717707,6/28/17,11:41,1SCH3,Operational,0.66,0.82,0.7,<1,<1
201718172,7/1/17,8:38,1SCL1,Operational,0.67,0.66,0.7,<1,<1
201718700,7/7/17,11:33,1S03,Operational,0.65,0.74,0.7,<1,<1
201718701,7/7/17,11:16,1S03A,Operational,0.74,0.72,0.7,<1,<1
201718703,7/7/17,11:57,1SCL1,Operational,0.82,0.7,0.7,<1,<1
201718704,7/7/17,11:46,1SCH3,Operational,0.54,0.68,0.7,<1,<1
201720812,7/27/17,11:01,1S03A,Operational,0.85,0.67,0.7,<1,<1
201721019,7/29/17,8:28,1SCL1,Operational,0.6,0.54,0.7,<1,<1
201721020,7/29/17,8:16,1SCH3,Operational,0.69,0.53,0.7,<1,<1
201721341,8/1/17,11:36,1S03,Operational,0.7,0.65,0.7,<1,<1
201721660,8/4/17,9:23,1S03,Operational,0.72,0.7,0.7,<1,<1
201721661,8/4/17,10:52,1S03A,Operational,0.86,0.64,0.7,<1,<1
201721662,8/4/17,12:06,1S03B,Operational,0.83,0.68,0.7,<1,<1
201721663,8/4/17,9:03,1SCL1,Operational,0.72,0.6,0.7,<1,<1
201721664,8/4/17,9:00,1SCH3,Operational,0.73,0.68,0.7,<1,<1
201721841,8/6/17,11:49,1S03,Operational,0.62,0.7,0.7,<1,<1
201721842,8/6/17,9:24,1S03A,Operational,0.75,0.87,0.7,<1,<1
201721843,8/6/17,13:02,1S03B,Operational,0.83,0.75,0.7,<1,<1
201721844,8/6/17,12:23,1SCL1,Operational,0.67,0.87,0.7,<1,<1
201721845,8/6/17,12:15,1SCH3,Operational,0.65,0.77,0.7,<1,<1
201722252,8/10/17,10:33,1SCH3,Operational,0.65,0.82,0.7,<1,<1
201722569,8/13/17,8:15,1S03,Operational,0.7,0.46,0.7,<1,<1
201722862,8/16/17,11:21,1S03B,Operational,0.66,0.75,0.7,<1,<1
201722990,8/17/17,11:10,1S03A,Operational,1.1,0.7,0.7,<1,<1
201722991,8/17/17,10:01,1S03B,Operational,0.65,0.61,0.7,<1,<1
201722992,8/17/17,11:40,1SCL1,Operational,0.59,0.7,0.7,<1,<1
201722993,8/17/17,11:38,1SCH3,Operational,0.54,0.61,0.7,<1,<1
201723887,8/25/17,8:47,1S03,Operational,0.61,0.92,0.7,<1,<1
201723888,8/25/17,9:54,1S03A,Operational,0.98,0.87,0.7,<1,<1
201723889,8/25/17,9:16,1S03B,Operational,0.75,0.79,0.7,<1,<1
201723891,8/25/17,9:11,1SCH3,Operational,0.55,0.88,0.7,<1,<1
201723986,8/26/17,9:24,1S03,Operational,0.75,0.75,0.7,<1,<1
201724479,8/31/17,9:54,1S03,Operational,0.7,0.57,0.7,<1,<1
201724964,9/5/17,9:55,1S03,Operational,0.74,0.62,0.7,<1,<1
201724966,9/5/17,10:07,1S03B,Operational,0.77,0.59,0.7,<1,<1
201724967,9/5/17,9:26,1SCL1,Operational,0.67,0.72,0.7,<1,<1
201724968,9/5/17,9:19,1SCH3,Operational,0.69,0.75,0.7,<1,<1
201725793,9/13/17,9:41,1S03,Operational,0.86,0.68,0.7,<1,<1
201725794,9/13/17,10:57,1S03A,Operational,1.03,0.85,0.7,<1,<1
201725797,9/13/17,10:13,1SCH3,Operational,0.8,0.57,0.7,<1,<1
201725924,9/14/17,9:05,1S03,Operational,0.85,0.58,0.7,<1,<1
201725925,9/14/17,11:57,1S03A,Operational,0.95,0.72,0.7,<1,<1
201725927,9/14/17,8:40,1SCL1,Operational,0.82,0.66,0.7,<1,<1
201727331,9/27/17,9:23,1S03,Operational,0.72,0.55,0.7,<1,<1
201727333,9/27/17,10:05,1S03B,Operational,0.81,0.56,0.7,<1,<1
201727335,9/27/17,8:48,1SCH3,Operational,0.6,0.64,0.7,<1,<1
201727687,9/30/17,9:24,1S03A,Operational,0.93,0.63,0.7,<1,<1
201727791,10/1/17,10:05,1SCL1,Operational,0.64,0.68,0.7,<1,<1
201727868,10/2/17,11:04,1S03,Operational,0.73,0.63,0.7,<1,<1
201727870,10/2/17,10:59,1S03B,Operational,0.76,0.59,0.7,<1,<1
201729280,10/15/17,9:22,1S03A,Operational,0.89,0.85,0.7,<1,<1
201729281,10/15/17,9:49,1S03B,Operational,0.77,0.82,0.7,<1,<1
201729282,10/15/17,11:17,1SCL1,Operational,0.65,0.81,0.7,<1,<1
201729283,10/15/17,11:09,1SCH3,Operational,0.66,0.84,0.7,<1,<1
201730056,10/22/17,9:19,1SCH3,Operational,0.56,0.7,0.7,<1,<1
201730227,10/24/17,9:14,1S03A,Operational,0.91,0.84,0.7,<1,<1
201730230,10/24/17,9:20,1SCH3,Operational,0.73,0.74,0.7,<1,<1
201730351,10/25/17,10:09,1S03,Operational,0.73,0.7,0.7,<1,<1
201730352,10/25/17,9:21,1S03A,Operational,0.91,0.7,0.7,<1,<1
201730354,10/25/17,9:39,1SCL1,Operational,0.71,0.7,0.7,<1,<1
201730355,10/25/17,9:36,1SCH3,Operational,0.57,0.86,0.7,<1,<1
201730469,10/26/17,10:09,1S03,Operational,0.78,0.66,0.7,<1,<1
201730471,10/26/17,9:46,1S03B,Operational,0.68,0.71,0.7,<1,<1
201731134,11/1/17,11:29,1SCL1,Operational,0.8,0.62,0.7,<1,<1
201731263,11/2/17,9:15,1S03A,Operational,0.98,0.67,0.7,<1,<1
201731265,11/2/17,11:08,1SCL1,Operational,0.75,0.67,0.7,<1,<1
201731373,11/3/17,11:26,1S03A,Operational,1.01,0.6,0.7,<1,<1
201731374,11/3/17,12:02,1S03B,Operational,0.76,0.56,0.7,<1,<1
201731476,11/4/17,9:02,1SCL1,Operational,1.03,0.49,0.7,<1,<1
201731558,11/5/17,9:57,1S03,Operational,0.8,0.66,0.7,<1,<1
201732168,11/11/17,11:12,1S03,Operational,0.78,0.63,0.7,<1,<1
201732169,11/11/17,9:49,1S03A,Operational,0.99,0.71,0.7,<1,<1
201732171,11/11/17,11:39,1SCL1,Operational,0.77,0.73,0.7,<1,<1
